,x-value48,MH48_in_shelter,MH48_doorway,MH48_with_pellet,MH48_eat_pellet,MH48_freeze,MH48_reaching,MH48_scanning,MH48_stim
17161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17220,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17250,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17260,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17278,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17290,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17310,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17330,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17350,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17370,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17380,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17390,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17410,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17419,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17420,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17446,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17450,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17460,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17490,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17497,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17510,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
